,Unnamed: 0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl_p90 (defense_Padj_p90),TklW_p90 (defense_Padj_p90),Def 3rd_p90 (defense_Padj_p90),Mid 3rd_p90 (defense_Padj_p90),Att 3rd_p90 (defense_Padj_p90),Vs Dribbles Tkl_p90 (defense_Padj_p90),Att_p90 (defense_Padj_p90),Past_p90 (defense_Padj_p90),Press_p90 (defense_Padj_p90),Succ Pressures_p90 (defense_Padj_p90),Pressures Def 3rd_p90 (defense_Padj_p90),Pressures Mid 3rd_p90 (defense_Padj_p90),Pressures Att 3rd_p90 (defense_Padj_p90),Blocks_p90 (defense_Padj_p90),Sh_p90 (defense_Padj_p90),ShSv_p90 (defense_Padj_p90),Pass_p90 (defense_Padj_p90),Int_p90 (defense_Padj_p90),Tkl+Int_p90 (defense_Padj_p90),Clr_p90 (defense_Padj_p90),Err_p90 (defense_Padj_p90),Padj Tkl+Int p90 (defense_Padj_p90),SCA_p90 (gca_p90),PassLive_p90 (gca_p90),PassDead_p90 (gca_p90),Drib_p90 (gca_p90),Sh_p90 (gca_p90),Fld_p90 (gca_p90),Def_p90 (gca_p90),GCA_p90 (gca_p90),GCA Types PassLive_p90 (gca_p90),GCA Types PassDead_p90 (gca_p90),GCA Types Drib_p90 (gca_p90),GCA Types Sh_p90 (gca_p90),GCA Types Fld_p90 (gca_p90),GCA Types Def_p90 (gca_p90),GA_p90 (keepersadv_p90),PKA_p90 (keepersadv_p90),FK_p90 (keepersadv_p90),CK_p90 (keepersadv_p90),OG_p90 (keepersadv_p90),PSxG_p90 (keepersadv_p90),PSxG/SoT_p90 (keepersadv_p90),PSxG+/-_p90 (keepersadv_p90),Cmp_p90 (keepersadv_p90),Att_p90 (keepersadv_p90),Passes Att_p90 (keepersadv_p90),Thr_p90 (keepersadv_p90),AvgLen_p90 (keepersadv_p90),Goal Kicks Att_p90 (keepersadv_p90),Goal Kicks AvgLen_p90 (keepersadv_p90),Opp_p90 (keepersadv_p90),Stp_p90 (keepersadv_p90),#OPA_p90 (keepersadv_p90),AvgDist_p90 (keepersadv_p90),Starts_p90 (keepers_p90),Min_p90 (keepers_p90),GA_p90 (keepers_p90),SoTA_p90 (keepers_p90),Saves_p90 (keepers_p90),W_p90 (keepers_p90),D_p90 (keepers_p90),L_p90 (keepers_p90),CS_p90 (keepers_p90),PKatt_p90 (keepers_p90),PKA_p90 (keepers_p90),PKsv_p90 (keepers_p90),PKm_p90 (keepers_p90),CrdY_p90 (misc_p90),CrdR_p90 (misc_p90),2CrdY_p90 (misc_p90),Fls_p90 (misc_p90),Fld_p90 (misc_p90),Off_p90 (misc_p90),Crs_p90 (misc_p90),Int_p90 (misc_p90),TklW_p90 (misc_p90),PKwon_p90 (misc_p90),PKcon_p90 (misc_p90),OG_p90 (misc_p90),Recov_p90 (misc_p90),Won_p90 (misc_p90),Lost_p90 (misc_p90),Completed Passes_p90 (passing_p90),Attempted Passes_p90 (passing_p90),TotDist Passed_p90 (passing_p90),PrgDist Passed_p90 (passing_p90),Short Cmp_p90 (passing_p90),Short Att_p90 (passing_p90),Medium Cmp_p90 (passing_p90),Medium Att_p90 (passing_p90),Long Cmp_p90 (passing_p90),Long Att_p90 (passing_p90),Ast_p90 (passing_p90),xA_p90 (passing_p90),A-xA_p90 (passing_p90),KP_p90 (passing_p90),Passes into Final 1/3_p90 (passing_p90),Passes into Penalty Area_p90 (passing_p90),CrsPA_p90 (passing_p90),Prog Passes_p90 (passing_p90),Att_p90 (passing_types_p90),Live_p90 (passing_types_p90),Dead_p90 (passing_types_p90),FK_p90 (passing_types_p90),TB_p90 (passing_types_p90),Press_p90 (passing_types_p90),Sw_p90 (passing_types_p90),Crs_p90 (passing_types_p90),CK_p90 (passing_types_p90),In_p90 (passing_types_p90),Out_p90 (passing_types_p90),Str_p90 (passing_types_p90),Ground_p90 (passing_types_p90),Low_p90 (passing_types_p90),High_p90 (passing_types_p90),Left_p90 (passing_types_p90),Right_p90 (passing_types_p90),Head_p90 (passing_types_p90),TI_p90 (passing_types_p90),Other_p90 (passing_types_p90),Cmp_p90 (passing_types_p90),Off_p90 (passing_types_p90),Outcomes Out_p90 (passing_types_p90),Int_p90 (passing_types_p90),Blocks_p90 (passing_types_p90),Min_p90 (playingtime_p90),Mn/MP_p90 (playingtime_p90),Starts_p90 (playingtime_p90),Mn/Start_p90 (playingtime_p90),Compl_p90 (playingtime_p90),Subs_p90 (playingtime_p90),Mn/Sub_p90 (playingtime_p90),unSub_p90 (playingtime_p90),PPM_p90 (playingtime_p90),onG_p90 (playingtime_p90),onGA_p90 (playingtime_p90),+/-_p90 (playingtime_p90),On-Off_p90 (playingtime_p90),onxG_p90 (playingtime_p90),onxGA_p90 (playingtime_p90),xG+/-_p90 (playingtime_p90),Team Success (xG) On-Off_p90 (playingtime_p90),Touches_p90 (possession_p90),Def Pen_p90 (possession_p90),Def 3rd_p90 (possession_p90),Mid 3rd_p90 (possession_p90),Att 3rd_p90 (possession_p90),Att Pen_p90 (possession_p90),Live_p90 (possession_p90),Successful Dribbles_p90 (possession_p90),Attempted Dribbles_p90 (possession_p90),#Pl_p90 (possession_p90),Megs_p90 (possession_p90),Carries_p90 (possession_p90),TotDist Carried_p90 (possession_p90),PrgDist Carried_p90 (possession_p90),Prog Carries_p90 (possession_p90),Carries into Final 1/3_p90 (possession_p90),Carries into Penalty Area_p90 (possession_p90),Mis_p90 (possession_p90),Dis_p90 (possession_p90),Targ_p90 (possession_p90),Rec_p90 (possession_p90),Receiving Prog_p90 (possession_p90),Prog Actions (possession_p90),Prog Actions_p90 (possession_p90),KP_p90 (possession_p90),Passes into Final 1/3_p90 (possession_p90),Passes into Penalty Area_p90 (possession_p90),Prog Passes_p90 (possession_p90),xA_p90 (possession_p90),Prog Passes_p90 per 50 passes (possession_p90),Prog Carries_p90 per 100 touches (possession_p90),True Interceptions_p90 (possession_p90),Gls_p90 (possession_p90),Sh_p90 (possession_p90),SoT_p90 (possession_p90),Average Shot Distance (yards) (possession_p90),npxG_p90 (possession_p90),npxG/Shot (possession_p90),Press_p90 (possession_p90),Succ Pressures_p90 (possession_p90),Shots Blocked_p90 (possession_p90),Aerial Win % (possession_p90),% of Dribblers Tackled (possession_p90),Padj Tkl+Int p90 (possession_p90),Gls_p90 (shooting_p90),Sh_p90 (shooting_p90),SoT_p90 (shooting_p90),G/Sh_p90 (shooting_p90),G/SoT_p90 (shooting_p90),Dist_p90 (shooting_p90),FK_p90 (shooting_p90),PK_p90 (shooting_p90),PKatt_p90 (shooting_p90),xG_p90 (shooting_p90),npxG_p90 (shooting_p90),npxG/Sh_p90 (shooting_p90),G-xG_p90 (shooting_p90),np:G-xG_p90 (shooting_p90),TMPosition
217,217,218.0,Marc Bartra,ESP,DF,Betis,La Liga,31.0,1991.0,22.1,1.99,0.9,1.13,0.72,0.14,0.9,1.86,0.95,9.14,3.03,5.02,3.53,0.59,2.26,0.95,0.0,1.31,1.95,3.94,5.52,0.09,4.74,0.5,0.36,0.09,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,13.33,23.33,10.0,133.0,10.0,104.33,6.67,0.0,3.33,72.67,0.0,96.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,1.0,0.86,0.0,0.0,1.95,0.9,0.0,0.0,0.0,9.32,3.57,1.67,41.58,50.14,952.58,306.15,10.77,11.81,22.13,23.8,8.33,13.71,0.0,0.0,-0.0,0.27,3.12,0.14,0.0,2.53,50.14,48.55,1.58,1.45,0.05,4.89,2.44,0.0,0.0,0.0,0.0,0.0,34.39,3.26,12.49,2.04,43.48,2.67,0.09,0.18,41.58,0.36,1.22,0.95,0.41,90.0,45.0,1.0,45.0,1.0,0.0,0.0,8.5,0.0,1.0,3.0,-2.0,-0.94,0.55,3.15,-2.6,-1.18,62.35,10.72,35.84,27.29,2.22,1.13,60.81,0.32,0.36,0.32,0.0,35.97,188.87,97.33,2.49,0.27,0.0,0.18,0.23,39.46,38.78,0.14,111.0,5.02,0.27,3.12,0.14,2.53,0.0,3.04,3.99,4.21,0.05,0.68,0.14,15.1,0.06,0.1,9.14,3.03,0.95,68.1,48.8,4.74,0.05,0.68,0.14,0.0,0.01,0.68,0.0,0.0,0.0,0.06,0.06,0.0,-0.02,-0.02,Centre-Back
604,604,605.0,Marc Cucurella,ESP,DF,Brighton,Premier League,23.0,1998.0,34.3,2.57,1.81,1.05,1.11,0.41,1.4,2.24,0.85,15.57,5.86,6.27,6.36,2.94,2.1,0.44,0.06,1.66,2.1,4.66,1.92,0.0,5.8,2.27,1.92,0.2,0.03,0.06,0.03,0.03,0.06,0.03,0.03,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.0,0.0,1.02,1.05,0.09,2.74,2.1,1.81,0.0,0.0,0.0,10.15,1.57,1.34,55.25,67.7,927.9,332.04,27.32,30.09,22.45,26.06,4.43,8.19,0.03,0.08,-0.05,1.25,3.88,1.52,0.67,5.1,67.7,57.03,10.67,0.55,0.03,9.53,1.11,2.74,0.15,0.09,0.0,0.0,43.99,13.53,10.17,43.32,11.05,2.01,9.97,0.26,55.25,0.17,0.82,2.27,2.36,,,,,,,,inf,,,,,,,,,,78.45,3.64,21.92,34.75,27.06,1.92,67.93,0.9,1.72,1.02,0.23,48.72,238.69,150.38,6.01,1.87,0.26,0.73,0.93,52.89,47.73,1.98,381.0,11.11,1.25,3.88,1.52,5.1,0.08,4.62,7.66,4.2,0.03,0.52,0.09,20.9,0.02,0.04,15.57,5.86,0.44,54.0,62.3,5.8,0.03,0.52,0.09,0.0,0.01,0.61,0.0,0.0,0.0,0.02,0.02,0.0,0.01,0.01,Left WingBack
1083,1083,1084.0,Marc Guéhi,ENG,DF,Crystal Palace,Premier League,21.0,2000.0,35.8,0.92,0.61,0.64,0.25,0.03,0.31,0.47,0.17,6.23,2.54,3.97,1.96,0.31,1.28,0.81,0.0,0.47,1.62,2.54,3.99,0.0,2.68,0.59,0.5,0.0,0.0,0.06,0.0,0.03,0.06,0.03,0.0,0.0,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.0,0.0,0.53,1.03,0.0,0.06,1.62,0.61,0.0,0.03,0.0,9.5,2.37,1.62,55.53,63.49,1207.77,395.78,14.58,15.67,32.29,34.61,8.3,12.51,0.03,0.01,0.01,0.14,3.38,0.06,0.0,2.77,63.49,61.7,1.79,1.65,0.0,4.97,2.32,0.06,0.0,0.0,0.0,0.0,49.08,3.99,10.42,17.93,41.48,2.71,0.14,0.06,55.53,0.14,0.59,1.12,0.22,90.31,10.0,0.92,12.31,0.62,0.46,5.54,0.0,0.12,1.69,2.0,-0.31,0.1,1.42,1.48,-0.06,0.06,72.09,11.79,43.16,31.23,2.37,0.84,70.53,0.34,0.42,0.34,0.0,49.72,257.68,141.12,2.77,0.59,0.03,0.22,0.14,52.18,51.9,0.06,198.0,5.54,0.14,3.38,0.06,2.77,0.01,2.49,3.84,2.9000000000000004,0.06,0.5,0.14,10.3,0.05,0.1,6.23,2.54,0.81,59.4,64.7,2.68,0.06,0.5,0.14,0.0,0.01,0.29,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,Centre-Back
2276,2276,2277.0,Marc Roca,ESP,MF,Bayern Munich,Bundesliga,25.0,1996.0,4.2,2.38,1.67,0.48,1.19,0.71,0.71,1.67,0.95,25.24,8.33,5.24,14.52,5.48,1.67,0.0,0.0,1.67,1.9,4.29,0.48,0.0,6.99,1.9,1.19,0.48,0.0,0.24,0.0,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.81,0.95,0.0,0.24,1.9,1.67,0.0,0.0,0.0,13.81,0.24,1.9,60.95,70.48,1089.76,328.33,27.62,30.95,23.33,24.76,7.62,11.19,0.0,0.1,-0.1,1.43,4.29,0.95,0.0,5.0,70.48,67.86,2.62,1.19,0.0,8.57,3.1,0.24,0.95,0.0,0.95,0.0,55.95,4.52,10.0,54.05,11.43,3.57,0.48,0.71,60.95,0.0,0.48,1.19,1.19,89.93,3.75,0.96,5.51,0.22,0.81,1.69,0.22,0.12,1.4,0.66,0.74,0.01,1.6,1.18,0.43,0.0,81.43,1.67,17.62,48.57,19.76,1.19,79.29,0.71,1.19,0.71,0.0,54.76,201.19,105.24,4.52,0.95,0.24,0.71,1.9,59.52,56.9,2.38,40.0,9.52,1.43,4.29,0.95,5.0,0.1,4.1,5.55,3.57,0.0,1.19,0.0,21.2,0.05,0.03,25.24,8.33,0.0,11.1,42.9,6.99,0.0,1.19,0.0,0.0,0.0,5.05,0.0,0.0,0.0,0.05,0.05,0.01,-0.05,-0.05,Defensive Midfield
2629,2629,2630.0,Marc Tenas,ESP,"FW,MF",Alavés,La Liga,20.0,2001.0,0.6,3.33,1.67,3.33,0.0,0.0,1.67,1.67,0.0,38.33,13.33,5.0,21.67,11.67,1.67,0.0,0.0,1.67,0.0,3.33,0.0,0.0,2.02,3.33,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,0.0,0.0,5.0,1.67,0.0,3.33,0.0,1.67,0.0,0.0,0.0,5.0,3.33,3.33,26.67,40.0,375.0,93.33,18.33,23.33,8.33,10.0,0.0,3.33,0.0,0.33,-0.33,1.67,0.0,0.0,0.0,1.67,40.0,40.0,0.0,0.0,1.67,11.67,0.0,3.33,0.0,0.0,0.0,0.0,25.0,5.0,10.0,3.33,28.33,5.0,0.0,0.0,26.67,0.0,1.67,3.33,1.67,inf,inf,,,,inf,inf,inf,inf,,,,-inf,inf,,inf,inf,58.33,3.33,11.67,21.67,28.33,1.67,58.33,1.67,1.67,1.67,0.0,38.33,176.67,131.67,5.0,1.67,0.0,5.0,3.33,63.33,46.67,8.33,4.0,6.67,1.67,0.0,0.0,1.67,0.33,3.13,8.57,1.67,0.0,0.0,0.0,0.0,0.0,0.0,38.33,13.33,0.0,50.0,100.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Series([], Name: TmPos, dtype: object)']"
2630,2630,2631.0,Marc-André ter Stegen,GER,GK,Barcelona,La Liga,30.0,1992.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.09,0.06,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.17,0.11,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69,0.0,0.0,31.77,36.57,850.97,484.17,5.71,5.77,16.0,16.29,9.83,14.26,0.0,0.0,-0.0,0.03,0.26,0.0,0.0,0.06,36.57,29.23,7.34,1.51,0.03,3.03,0.74,0.0,0.0,0.0,0.0,0.0,25.8,1.34,9.43,7.37,24.49,0.0,0.0,4.23,31.77,0.11,0.43,0.37,0.06,,,,,,,,inf,,,,,,,,,,38.31,33.0,37.94,0.4,0.0,0.0,31.09,0.06,0.06,0.06,0.0,22.83,85.31,48.54,0.0,0.0,0.0,0.0,0.0,23.6,23.51,0.0,2.0,0.06,0.03,0.26,0.0,0.06,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper
424,424,425.0,Marc-Aurèle Caillard,FRA,GK,Metz,Ligue 1,28.0,1994.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,0.0,0.0,16.08,26.96,626.37,454.09,1.52,1.52,6.37,6.49,8.13,18.89,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,26.96,13.92,13.04,3.51,0.0,1.29,0.64,0.0,0.0,0.0,0.0,0.0,9.18,0.7,17.08,0.94,19.36,0.06,0.0,5.09,16.08,0.06,1.23,0.12,0.0,90.38,3.58,0.85,6.23,0.09,1.51,2.17,0.85,0.07,0.85,1.98,-1.13,-0.05,1.21,1.26,-0.06,0.02,30.0,27.54,29.88,0.12,0.0,0.0,17.08,0.0,0.0,0.0,0.0,8.89,47.25,22.98,0.0,0.0,0.0,0.0,0.06,6.73,6.67,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper
1364,1364,1365.0,Marc-Oliver Kempf,GER,DF,Hertha BSC,Bundesliga,27.0,1995.0,11.7,1.54,1.28,1.28,0.09,0.17,0.51,1.2,0.68,8.55,3.16,5.47,2.74,0.34,1.79,0.6,0.0,1.2,3.16,4.7,4.1,0.09,3.33,0.94,0.77,0.09,0.0,0.09,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.09,0.0,1.2,1.11,0.0,0.34,3.16,1.28,0.0,0.09,0.0,9.66,3.93,2.14,27.01,37.26,551.71,224.7,10.77,12.48,11.45,13.85,4.36,9.49,0.09,0.03,0.05,0.34,2.74,0.26,0.0,2.74,37.26,34.53,2.74,2.74,0.09,7.09,1.54,0.34,0.0,0.0,0.0,0.0,21.11,4.19,11.97,27.18,4.19,3.68,0.0,0.17,27.01,0.17,1.62,0.85,0.68,89.86,2.48,1.03,2.86,0.48,0.21,0.69,0.03,0.04,1.38,1.45,-0.07,0.01,1.06,1.19,-0.13,0.01,48.29,6.58,26.41,22.05,2.91,1.28,45.81,0.34,0.34,0.34,0.0,24.7,137.78,64.7,1.28,0.26,0.0,0.34,0.34,24.62,24.1,0.17,47.0,4.0200000000000005,0.34,2.74,0.26,2.74,0.03,5.07,2.65,4.95,0.0,0.68,0.09,9.2,0.05,0.08,8.55,3.16,0.6,64.8,42.9,3.33,0.0,0.68,0.09,0.0,0.0,0.79,0.0,0.0,0.0,0.05,0.05,0.01,-0.05,-0.05,Centre-Back
1128,1128,1129.0,Marcel Halstenberg,GER,DF,RB Leipzig,Bundesliga,30.0,1991.0,5.6,1.79,0.89,1.07,0.54,0.18,1.25,2.14,0.89,9.64,3.39,3.75,4.82,1.07,1.96,0.18,0.0,1.79,1.61,3.39,1.96,0.0,4.45,0.89,0.71,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.71,0.89,0.18,0.54,1.61,0.89,0.0,0.0,0.0,10.71,2.5,0.36,65.0,73.93,1210.71,374.29,27.32,28.93,29.64,32.86,7.32,11.43,0.0,0.11,-0.11,0.71,4.11,0.18,0.18,3.75,73.93,69.29,4.64,1.96,0.0,7.14,1.79,0.54,0.36,0.0,0.18,0.0,56.79,7.68,9.46,54.29,11.79,3.04,2.32,0.54,65.0,0.0,0.54,1.25,0.36,90.0,4.55,0.91,7.0,0.27,0.91,2.0,0.18,0.2,2.91,0.82,2.09,0.04,2.22,0.95,1.26,-0.02,83.04,5.18,34.46,45.89,8.21,1.61,78.39,1.07,1.25,1.07,0.0,55.18,261.25,145.54,3.21,1.07,0.18,0.71,0.18,60.0,58.21,1.07,39.0,6.96,0.71,4.11,0.18,3.75,0.11,2.88,3.87,3.5700000000000003,0.18,0.89,0.18,14.8,0.07,0.08,9.64,3.39,0.18,87.5,58.3,4.45,0.18,0.89,0.18,0.04,0.18,2.64,0.18,0.0,0.0,0.07,0.07,0.01,0.11,0.11,Left-Back
1560,1560,1561.0,Marcel Lotka,POL,GK,Hertha BSC,Bundesliga,20.0,2001.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,0.0,0.0,0.51,0.1,0.0,0.0,0.0,0.0,0.0,0.0,5.92,0.0,0.0,21.53,34.9,802.14,591.12,2.35,2.45,8.16,8.16,11.02,24.29,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,34.9,22.96,11.94,4.39,0.0,1.94,0.71,0.0,0.0,0.0,0.0,0.0,13.06,1.12,20.71,2.55,24.69,0.0,0.0,5.0,21.53,0.1,0.61,0.31,0.0,89.0,7.0,0.67,20.67,0.0,3.67,4.33,4.67,0.74,3.67,0.67,3.0,0.63,2.6,1.4,1.2,0.09,37.55,32.45,37.35,0.1,0.1,0.1,26.12,0.0,0.0,0.0,0.0,16.94,97.45,50.92,0.0,0.0,0.0,0.0,0.0,13.06,13.06,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper
2349,2349,2350.0,Marcel Sabitzer,AUT,"MF,DF",Bayern Munich,Bundesliga,28.0,1994.0,10.1,2.18,0.89,0.89,0.99,0.3,0.99,2.48,1.49,17.82,5.54,4.36,9.31,4.16,1.09,0.2,0.0,0.89,1.29,3.47,0.99,0.0,5.65,2.57,2.38,0.0,0.0,0.1,0.0,0.1,0.3,0.3,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.68,1.88,0.0,1.29,1.29,0.89,0.0,0.0,0.0,11.09,2.28,1.09,57.52,70.79,944.26,255.25,30.59,34.85,21.49,25.35,4.36,6.83,0.1,0.17,-0.07,0.99,4.16,1.39,0.2,5.35,70.79,66.63,4.16,0.99,0.0,12.77,1.39,1.29,0.0,0.0,0.0,0.0,48.51,10.5,11.78,10.3,50.99,3.56,3.17,0.69,57.52,0.2,0.89,2.57,2.08,89.93,2.98,1.02,3.05,0.84,0.04,1.58,0.28,0.03,1.05,2.04,-0.98,-0.01,0.99,1.64,-0.65,-0.02,82.28,2.38,17.62,43.56,24.26,3.86,78.22,0.1,0.5,0.1,0.1,55.54,200.0,92.38,4.95,1.09,0.4,1.39,1.49,66.04,59.9,4.85,104.0,10.3,0.99,4.16,1.39,5.35,0.17,4.65,6.02,2.38,0.1,1.88,0.59,18.8,0.17,0.09,17.82,5.54,0.2,67.6,40.0,5.65,0.1,1.88,0.59,0.0,0.02,1.86,0.1,0.0,0.0,0.17,0.17,0.01,-0.07,-0.07,Central Midfield
1654,1654,1655.0,Marcelo,BRA,DF,Bordeaux,Ligue 1,35.0,1987.0,10.0,0.7,0.2,0.5,0.2,0.0,0.3,0.5,0.2,5.4,2.0,3.7,1.5,0.2,0.9,0.3,0.0,0.6,1.7,2.4,4.1,0.1,2.07,0.8,0.6,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.0,0.0,0.7,0.3,0.0,0.0,1.7,0.2,0.0,0.0,0.1,11.8,4.2,0.9,56.1,65.9,1328.6,375.2,12.9,14.9,28.4,30.2,14.5,20.1,0.0,0.02,-0.02,0.2,2.1,0.2,0.0,2.5,65.9,64.5,1.4,1.3,0.1,7.4,3.0,0.0,0.0,0.0,0.0,0.0,48.0,4.4,13.5,3.9,55.5,3.2,0.1,0.1,56.1,0.0,2.1,1.1,0.2,89.7,5.64,0.9,6.77,0.9,0.3,2.11,1.13,0.05,0.75,2.26,-1.5,-0.04,0.98,1.58,-0.6,0.01,74.1,10.9,42.4,35.2,1.5,1.1,73.0,0.2,0.2,0.2,0.1,49.1,287.6,153.9,2.5,0.1,0.0,0.4,0.1,53.0,52.3,0.2,50.0,5.0,0.2,2.1,0.2,2.5,0.02,2.23,3.37,2.6,0.0,0.3,0.0,8.4,0.02,0.06,5.4,2.0,0.3,82.4,60.0,2.07,0.0,0.3,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.02,0.02,0.01,-0.02,-0.02,Centre-Back
383,383,384.0,Marcelo Brozović,CRO,MF,Inter,Serie A,29.0,1992.0,32.6,2.3,1.44,1.13,0.86,0.31,0.8,2.24,1.44,17.45,5.21,6.9,8.34,2.21,1.26,0.31,0.0,0.95,1.6,3.9,1.01,0.0,5.11,2.67,2.42,0.06,0.0,0.06,0.03,0.09,0.34,0.34,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.0,0.0,1.63,1.17,0.0,0.49,1.6,1.44,0.0,0.0,0.0,11.6,0.61,0.89,72.85,79.57,1483.74,409.36,27.09,29.11,32.15,34.17,12.7,14.63,0.03,0.06,-0.02,1.01,6.81,0.92,0.25,6.44,79.57,76.1,3.47,3.04,0.09,9.17,3.34,0.49,0.15,0.09,0.06,0.0,61.66,8.56,9.36,14.05,62.39,2.12,0.25,0.25,72.85,0.06,0.52,1.56,0.64,89.0,7.5,0.5,32.0,0.0,5.5,5.0,3.5,0.79,2.0,1.0,1.0,0.71,0.7,1.45,-0.75,-0.38,88.59,4.26,27.3,52.27,16.26,1.07,85.61,0.49,0.77,0.52,0.0,64.23,379.33,154.6,4.79,1.75,0.12,0.55,0.83,68.53,66.5,1.2,366.0,11.23,1.01,6.81,0.92,6.44,0.06,4.42,5.41,2.8600000000000003,0.06,0.98,0.4,20.7,0.04,0.04,17.45,5.21,0.31,40.8,35.6,5.11,0.06,0.98,0.4,0.0,0.0,0.63,0.0,0.0,0.0,0.04,0.04,0.0,0.02,0.02,Defensive Midfield
