Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl_p90 (defense_p90),TklW_p90 (defense_p90),Def 3rd_p90 (defense_p90),Mid 3rd_p90 (defense_p90),Att 3rd_p90 (defense_p90),Challenges Tkl_p90 (defense_p90),Att_p90 (defense_p90),Lost_p90 (defense_p90),Blocks_p90 (defense_p90),Shots Blocked_p90 (defense_p90),Pass_p90 (defense_p90),Int_p90 (defense_p90),Tkl+Int_p90 (defense_p90),Clr_p90 (defense_p90),Err_p90 (defense_p90),True Interceptions_p90 (defense_p90),Shots Blocked_p90.1 (defense_p90),Tkl_p90 (defense_Padj_p90),TklW_p90 (defense_Padj_p90),Def 3rd_p90 (defense_Padj_p90),Mid 3rd_p90 (defense_Padj_p90),Att 3rd_p90 (defense_Padj_p90),Challenges Tkl_p90 (defense_Padj_p90),Att_p90 (defense_Padj_p90),Lost_p90 (defense_Padj_p90),Blocks_p90 (defense_Padj_p90),Sh_p90 (defense_Padj_p90),Pass_p90 (defense_Padj_p90),Int_p90 (defense_Padj_p90),Tkl+Int_p90 (defense_Padj_p90),Clr_p90 (defense_Padj_p90),Err_p90 (defense_Padj_p90),Padj Tkl+Int p90 (defense_Padj_p90),Percent of Dribblers Tackled (defense_Padj_p90),SCA_p90 (gca_p90),PassLive_p90 (gca_p90),PassDead_p90 (gca_p90),TO_p90 (gca_p90),Sh_p90 (gca_p90),Fld_p90 (gca_p90),Def_p90 (gca_p90),GCA_p90 (gca_p90),GCA Types PassLive_p90 (gca_p90),GCA Types PassDead_p90 (gca_p90),GCA Types TO_p90 (gca_p90),GCA Types Sh_p90 (gca_p90),GCA Types Fld_p90 (gca_p90),GCA Types Def_p90 (gca_p90),CrdY_p90 (misc_p90),CrdR_p90 (misc_p90),2CrdY_p90 (misc_p90),Fls_p90 (misc_p90),Fld_p90 (misc_p90),Off_p90 (misc_p90),Crs_p90 (misc_p90),Int_p90 (misc_p90),TklW_p90 (misc_p90),PKwon_p90 (misc_p90),PKcon_p90 (misc_p90),OG_p90 (misc_p90),Recov_p90 (misc_p90),Won_p90 (misc_p90),Lost_p90 (misc_p90),Aerial Win Rate (misc_p90),Completed Passes_p90 (passing_p90),Attempted Passes_p90 (passing_p90),Short Cmp_p90 (passing_p90),Short Att_p90 (passing_p90),Medium Cmp_p90 (passing_p90),Medium Att_p90 (passing_p90),Long Cmp_p90 (passing_p90),Long Att_p90 (passing_p90),Ast_p90 (passing_p90),xAG_p90 (passing_p90),xA_p90 (passing_p90),A-xAG_p90 (passing_p90),KP_p90 (passing_p90),Passes into Final 1/3_p90 (passing_p90),Passes into Penalty Area_p90 (passing_p90),Crosses into Penalty Area_p90 (passing_p90),Prog Passes_p90 (passing_p90),Prog Passes_p90 per 50 passes (passing_p90),KP p90 per 50 passes (passing_p90),xA per KP p90 (passing_p90),Att_p90 (passing_types_p90),Live_p90 (passing_types_p90),Dead_p90 (passing_types_p90),FK_p90 (passing_types_p90),TB_p90 (passing_types_p90),Sw_p90 (passing_types_p90),Crs_p90 (passing_types_p90),TI_p90 (passing_types_p90),CK_p90 (passing_types_p90),In_p90 (passing_types_p90),Out_p90 (passing_types_p90),Str_p90 (passing_types_p90),Cmp_p90 (passing_types_p90),Off_p90 (passing_types_p90),Blocks_p90 (passing_types_p90),Min_p90 (playingtime_p90),Mn/MP_p90 (playingtime_p90),Starts_p90 (playingtime_p90),Mn/Start_p90 (playingtime_p90),Compl_p90 (playingtime_p90),Subs_p90 (playingtime_p90),Mn/Sub_p90 (playingtime_p90),unSub_p90 (playingtime_p90),PPM_p90 (playingtime_p90),onG_p90 (playingtime_p90),onGA_p90 (playingtime_p90),+/-_p90 (playingtime_p90),On-Off_p90 (playingtime_p90),onxG_p90 (playingtime_p90),onxGA_p90 (playingtime_p90),xG+/-_p90 (playingtime_p90),Team Success (xG) On-Off_p90 (playingtime_p90),Touches_p90 (possession_p90),Def Pen_p90 (possession_p90),Def 3rd_p90 (possession_p90),Mid 3rd_p90 (possession_p90),Att 3rd_p90 (possession_p90),Att Pen_p90 (possession_p90),Live_p90 (possession_p90),Attempted Dribbles_p90 (possession_p90),Successful Dribbles_p90 (possession_p90),Tkld_p90 (possession_p90),Carries_p90 (possession_p90),Prog Carries_p90 (possession_p90),Carries into Final 1/3_p90 (possession_p90),Carries into Penalty Area_p90 (possession_p90),Mis_p90 (possession_p90),Dis_p90 (possession_p90),Rec_p90 (possession_p90),PrgR_p90 (possession_p90),Prog Carries_p90 per 100 touches (possession_p90),Gls_p90 (shooting_p90),Sh_p90 (shooting_p90),SoT_p90 (shooting_p90),G/Sh_p90 (shooting_p90),G/SoT_p90 (shooting_p90),FK_p90 (shooting_p90),PK_p90 (shooting_p90),PKatt_p90 (shooting_p90),xG_p90 (shooting_p90),npxG_p90 (shooting_p90),npxG/Sh_p90 (shooting_p90),G-xG_p90 (shooting_p90),np:G-xG_p90 (shooting_p90),Average Shot Distance (shooting_p90),Starts_p90 (stats_p90),Min_p90 (stats_p90),Gls_p90 (stats_p90),Ast_p90 (stats_p90),G+A_p90 (stats_p90),G-PK_p90 (stats_p90),PK_p90 (stats_p90),PKatt_p90 (stats_p90),CrdY_p90 (stats_p90),CrdR_p90 (stats_p90),xG_p90 (stats_p90),npxG_p90 (stats_p90),xAG_p90 (stats_p90),npxG+xAG_p90 (stats_p90),PrgC_p90 (stats_p90),PrgP_p90 (stats_p90),Prog Passes Received_p90 (stats_p90),G+A-PK_p90 (stats_p90),xG+xAG_p90 (stats_p90),TMPosition
2103,Máximo Perrone,ARG,MF,Manchester City,Premier League,20,2003,0.2,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,90,105,55,60,25,25,0,0,0,0,0,0,0,0,0,0,10,5.56,0,,105,100,0,0,0,0,0,0,0,0,0,0,90,5,5,,,,,,,,inf,,,,,,,,,,110,0,20,60,30,10,110,0,0,0,40,0,0,0,0,0,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,Defensive Midfield
2761,Mërgim Vojvoda,KVX,DF,Torino,Serie A,28,1995,19.1,1.15,0.63,0.79,0.31,0.05,0.63,1.26,0.63,0.73,0.1,0.63,0.52,1.68,1.62,0.05,1.25,0.1,1.15,0.63,0.79,0.31,0.05,0.63,1.26,0.63,0.73,0.1,0.63,0.52,1.68,1.62,0.05,1.97,50,3.25,2.41,0.42,0.21,0.21,0,0,0.47,0.37,0.05,0.05,0,0,0,0.16,0,0,0.99,0.37,0.1,2.25,0.52,0.63,0,0,0,6.13,0.52,0.94,35.7,46.44,59.84,22.83,26.34,19.01,23.56,3.72,6.86,0.26,0.19,0.14,0.07,1.2,5.08,1.41,0.26,6.54,7.04,1.29,0.12,59.84,50.26,9.32,0.84,0.21,0.68,2.25,7.96,0.52,0.31,0,0,46.44,0.26,0.94,,,,,,,,inf,,,,,,,,,,68.27,1.94,15.81,32.83,20.37,2.04,68.27,1.15,0.63,0.42,35.92,1.57,1.41,0.52,1.05,0.89,44.03,4.24,2.3,0,1.2,0.31,0,0,0,0,0,0.08,0.08,0,-0.08,-0.08,17.3,0.94,90.05,0,0.26,0.26,0,0,0,0.16,0,0.08,0.08,0.19,0.28,1.57,6.54,4.24,0.01,0.01,Right-Back
1354,N'Golo Kanté,FRA,MF,Chelsea,Premier League,32,1991,5.8,2.76,1.72,0.69,1.72,0.34,0.69,1.38,0.69,1.9,0,1.9,1.03,3.79,0.34,0,2.93,0,2.76,1.72,0.69,1.72,0.34,0.69,1.38,0.69,1.9,0,1.9,1.03,3.79,0.34,0,5.34,50,4.14,3.79,0,0.17,0.17,0,0,0.34,0.34,0,0,0,0,0,0.17,0,0,0.86,0.34,0.17,1.9,1.03,1.72,0,0,0,9.48,0.34,0.69,33.3,46.72,58.28,28.97,32.76,14.48,17.24,2.07,4.14,0.17,0.33,0.14,-0.16,2.24,3.97,1.9,0.52,5.86,6.27,2.4,0.06,58.28,57.93,0,0,0.34,0.17,1.9,0,0,0,0,0,46.72,0.34,2.07,80,16.67,0,0,0,16.67,16.67,30,4.67,3.33,0,3.33,12.33,2.33,2,0.33,2.63,69.66,1.9,9.14,33.62,28.1,2.76,69.66,3.1,2.07,0.69,39.66,3.28,2.59,0.34,2.24,0.86,48.1,6.21,4.71,0,1.38,0.17,0,0,0,0,0,0.05,0.05,0.01,-0.05,-0.05,20.9,1.03,89.31,0,0.17,0.17,0,0,0,0.17,0,0.05,0.05,0.33,0.38,3.28,5.86,6.21,0.03,0.07,Defensive Midfield
2472,Naatan Skyttä,FIN,MF,Toulouse,Ligue 1,21,2002,0.3,0,0,0,0,0,0,0,0,0,0,0,3.33,3.33,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,3.33,3.33,0,0,3.58,0,10,10,0,0,0,0,0,3.33,3.33,0,0,0,0,0,0,0,0,0,3.33,0,0,3.33,0,0,0,0,3.33,0,3.33,0,23.33,36.67,13.33,20,6.67,13.33,0,0,0,0,0,0,0,3.33,0,0,10,21.43,0,,36.67,36.67,0,0,0,0,0,0,0,0,0,0,23.33,0,0,89.89,3.59,1.03,4.24,0.6,0.33,1.47,0.05,0.09,1.74,1.36,0.38,0.02,1.6,1.11,0.49,0.03,46.67,3.33,6.67,23.33,16.67,10,46.67,0,0,0,36.67,3.33,0,0,3.33,0,33.33,6.67,7.14,0,3.33,0,0,0,0,0,0,0.33,0.33,0.33,-0.33,-0.33,15.5,0,76.67,0,0,0,0,0,0,0,0,0.33,0.33,0,0.33,3.33,10,6.67,0,1.33,Attacking Midfield
287,Nabil Bentaleb,ALG,MF,Angers,Ligue 1,28,1994,27.7,2.67,1.44,1.12,1.26,0.29,1.3,2.2,0.9,1.19,0.4,0.79,1.59,4.26,1.05,0.11,2.78,0.4,2.67,1.44,1.12,1.26,0.29,1.3,2.2,0.9,1.19,0.4,0.79,1.59,4.26,1.05,0.11,3.5,59,2.6,1.52,0.65,0.22,0.04,0.11,0.07,0.29,0.22,0.07,0,0,0,0,0.25,0.04,0.04,1.41,1.95,0,3.47,1.59,1.44,0,0,0,8.34,1.05,0.65,61.7,54.58,66.9,20.07,23.14,26.14,29.78,7.04,11.37,0.14,0.08,0.13,0.06,1.19,6.21,0.54,0,6.35,5.82,1.09,0.11,66.9,59.93,6.68,4.44,0.25,0.72,3.47,0.04,2.2,1.77,0.4,0,54.58,0.29,0.79,,,,,,,,inf,,,,,,,,,,78.92,2.53,18.45,49.31,12.92,0.54,78.84,4.01,2.27,1.12,58.77,1.66,2.24,0.22,1.62,1.34,53.1,1.01,2.1,0.14,1.41,0.47,0,0.01,0.29,0.07,0.07,0.12,0.06,0,0.03,0.01,27.5,1.05,89.86,0.14,0.14,0.29,0.07,0.07,0.07,0.25,0.04,0.12,0.06,0.08,0.14,1.66,6.35,1.01,0.01,0.01,Central Midfield
891,Nabil Fekir,FRA,MF,Betis,La Liga,29,1993,10.7,1.03,0.47,0.28,0.28,0.47,0.19,0.84,0.65,0.56,0.19,0.37,0.09,1.12,0,0,0.65,0.19,1.03,0.47,0.28,0.28,0.47,0.19,0.84,0.65,0.56,0.19,0.37,0.09,1.12,0,0,1.14,22.2,5.23,2.9,0.93,0.37,0.19,0.84,0,0.47,0.19,0,0.09,0,0.19,0,0.37,0.09,0,1.96,3.64,0.65,4.49,0.09,0.47,0.09,0,0,2.9,0.75,1.03,42.1,35.33,45.23,21.12,24.11,8.41,10,1.68,5.14,0.19,0.25,0.22,-0.07,2.15,3.18,1.31,0.09,3.83,5.42,3.04,0.1,45.23,38.88,6.17,2.52,0.19,0.28,4.49,0.37,3.08,1.21,1.5,0,35.33,0.19,0.65,90.19,11.32,0.94,16.42,0.75,0.57,2.64,2.26,0.52,2.08,0.75,1.32,0.14,1.7,1.02,0.68,-0.01,56.73,0.19,3.46,23.74,30,4.02,56.64,4.11,1.59,1.78,37.94,3.93,2.52,1.21,3.18,2.06,45.7,7.1,6.93,0.19,2.24,0.56,0,0.02,0.84,0.09,0.09,0.22,0.15,0.01,-0.04,-0.06,21.5,1.12,89.81,0.19,0.19,0.37,0.09,0.09,0.09,0.37,0.09,0.22,0.15,0.25,0.41,3.93,3.83,7.1,0.03,0.04,Attacking Midfield
2643,Nabil Touaizi,MAR,MF,Espanyol,La Liga,22,2001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inf,0,inf,inf,,,inf,inf,,,,,,,,,,,inf,,,,inf,inf,,,,,,,,,,,inf,,,89.95,3.01,0.96,3.97,0.67,0.48,1.05,0.14,0.06,1.29,1.24,0.05,0.05,1.3,1.45,-0.16,0.03,inf,,,,inf,inf,inf,,,,inf,,,,,,inf,inf,,,,,,,,,,,,,,,0,,inf,,,,,,,,,,,,,,inf,inf,,,Centre-Forward
1371,Naby Keïta,GUI,MF,Liverpool,Premier League,28,1995,3.3,1.52,1.21,0.61,0.91,0,0.3,1.21,0.91,0.3,0,0.3,0.61,2.12,0.91,0,0.91,0,1.52,1.21,0.61,0.91,0,0.3,1.21,0.91,0.3,0,0.3,0.61,2.12,0.91,0,3.17,25,3.64,3.03,0,0,0.61,0,0,0,0,0,0,0,0,0,0.3,0,0,3.64,0.61,0,0.61,0.61,1.21,0,0,0,8.79,0.91,2.12,30,39.09,50.91,22.73,26.36,13.03,16.36,1.82,2.42,0,0.21,0.06,-0.21,2.42,4.55,0.61,0,4.55,5.82,3.1,0.02,50.91,48.79,1.82,0.3,0,0,0.61,0.3,0,0,0,0,39.09,0.3,2.12,,,,,,,,inf,,,,,,,,,,62.42,1.52,10.3,34.55,17.88,3.33,62.42,1.21,0.91,0,33.64,1.52,1.82,0,3.64,2.12,42.42,6.36,2.44,0,3.03,0,0,0,0,0,0,0.18,0.18,0.02,-0.18,-0.18,20.6,0.91,88.79,0,0,0,0,0,0,0.3,0,0.18,0.18,0.21,0.42,1.52,4.55,6.36,0,0.12,Central Midfield
1891,Nacho,ESP,DF,Real Madrid,La Liga,33,1990,18.2,1.32,0.88,0.93,0.27,0.11,0.66,1.59,0.93,0.6,0.33,0.27,0.99,2.31,2.03,0,1.59,0.33,1.32,0.88,0.93,0.27,0.11,0.66,1.59,0.93,0.6,0.33,0.27,0.99,2.31,2.03,0,3.45,41.4,1.76,1.32,0,0.27,0.16,0,0,0.11,0.05,0,0.05,0,0,0,0.38,0,0,0.88,0.77,0.16,0.77,0.99,0.88,0,0,0.05,4.84,1.98,1.15,63.2,59.62,65.05,31.7,33.63,23.46,24.95,2.91,4.07,0.05,0.05,0.04,0.01,0.66,4.34,0.44,0.05,4.12,3.46,0.55,0.06,65.05,58.9,6.15,1.76,0,0.27,0.77,4.18,0,0,0,0,59.62,0,0.38,90.08,4.08,1.12,5.52,0.16,0.64,1.68,0.08,0.14,1.68,0.96,0.72,0.03,2.04,1.16,0.87,0.07,72.91,5.22,27.64,34.56,11.26,1.04,72.91,0.93,0.6,0.22,41.87,0.99,0.55,0.22,0.82,0.49,51.48,1.87,1.36,0.05,0.49,0.22,0.01,0.01,0,0,0,0.04,0.04,0,0.01,0.01,14.5,0.99,89.95,0.05,0.05,0.11,0.05,0,0,0.38,0,0.04,0.04,0.05,0.09,0.99,4.12,1.87,0.01,0,Centre-Back
2733,Nacho Vidal,ESP,DF,Osasuna,La Liga,28,1995,13.9,1.94,1.01,1.15,0.43,0.36,1.22,2.3,1.08,1.22,0.29,0.94,1.37,3.31,2.37,0.07,2.59,0.29,1.94,1.01,1.15,0.43,0.36,1.22,2.3,1.08,1.22,0.29,0.94,1.37,3.31,2.37,0.07,3.03,53.1,1.44,0.86,0.22,0,0.22,0.14,0,0,0,0,0,0,0,0,0.29,0,0,2.01,1.22,0,2.23,1.37,1.01,0,0,0,4.39,2.09,0.94,69,33.96,44.75,16.33,18.49,14.17,17.84,2.59,5.9,0,0.04,0.04,-0.04,0.22,2.37,0.58,0.22,3.38,4.98,0.32,0.18,44.75,34.68,9.93,0.36,0.14,0.14,2.23,9.57,0,0,0,0,33.96,0.14,0.86,,,,,,,,inf,,,,,,,,,,55.83,4.17,16.76,22.52,16.83,1.15,55.83,1.94,0.94,0.86,22.37,1.44,0.72,0.29,1.29,0.94,26.12,3.74,2.58,0,0.65,0.14,0,0,0,0,0,0.04,0.04,0,-0.04,-0.04,19.8,1.08,89.71,0,0,0,0,0,0,0.29,0,0.04,0.04,0.04,0.09,1.44,3.38,3.74,0,0.01,Right-Back
99,Nadiem Amiri,GER,"MF,FW",Leverkusen,Bundesliga,26,1996,10.9,1.38,0.55,0.46,0.73,0.18,0.83,1.83,1.01,1.1,0.09,1.01,0.55,1.93,0.92,0.18,1.65,0.09,1.38,0.55,0.46,0.73,0.18,0.83,1.83,1.01,1.1,0.09,1.01,0.55,1.93,0.92,0.18,2.12,45,3.3,2.11,0.37,0.37,0.09,0.37,0,0.46,0.28,0,0.09,0,0.09,0,0.55,0,0,1.28,2.29,0.37,1.47,0.55,0.55,0,0,0,6.88,0.09,0.92,9.1,38.81,46.51,19.45,21.38,13.67,15.41,4.13,6.24,0.09,0.1,0.17,-0.01,1.38,3.49,0.83,0.09,5.05,6.51,1.78,0.12,46.51,43.3,2.94,1.28,0.37,0.37,1.47,0.37,0.83,0.18,0.64,0,38.81,0.28,1.38,90.15,3.77,0.85,6.15,0.62,1,1.69,0.77,0.18,1.69,0.85,0.85,-0.06,1.78,1.08,0.71,-0.05,57.25,1.47,10.92,31.1,15.96,1.38,57.16,3.49,1.65,1.28,32.29,2.75,2.39,0.64,1.28,0.92,39.45,2.75,4.8,0.37,2.11,0.73,0.01,0.03,0.28,0.09,0.09,0.17,0.1,0,0.19,0.17,24.3,0.83,89.63,0.37,0.09,0.46,0.28,0.09,0.09,0.55,0,0.17,0.1,0.1,0.2,2.75,5.05,2.75,0.03,0.02,Central Midfield
2879,Nadir Zortea,ITA,DF,Sassuolo,Serie A,23,1999,7.3,2.05,1.1,1.64,0.27,0.14,1.23,1.92,0.68,1.37,0.55,0.82,0.55,2.6,2.88,0,1.92,0.55,2.05,1.1,1.64,0.27,0.14,1.23,1.92,0.68,1.37,0.55,0.82,0.55,2.6,2.88,0,2.48,64.3,1.92,1.64,0.14,0.14,0,0,0,0.27,0.27,0,0,0,0,0,0.55,0,0,1.51,0.82,0,4.52,0.55,1.1,0,0,0,4.79,0.82,1.1,42.9,42.47,56.16,22.47,24.79,16.58,21.1,2.6,7.4,0.14,0.1,0.07,0.04,0.96,3.15,1.23,0.55,5.21,6.13,1.13,0.07,56.16,46.3,9.73,1.23,0,0.14,4.52,8.22,0.27,0.14,0.14,0,42.47,0.14,1.64,90,15,0.91,37.27,0.45,1.82,4.09,5.45,1.14,1.36,1.36,0,-0.57,1.82,0.77,1,0.11,69.32,3.7,21.92,31.51,16.16,1.1,69.32,2.74,0.82,1.23,37.81,3.29,2.6,0.41,1.64,0.68,41.37,3.42,4.75,0,0.68,0.27,0,0,0,0,0,0.03,0.03,0.01,-0.03,-0.03,23.8,0.96,90,0,0.14,0.14,0,0,0,0.55,0,0.03,0.03,0.1,0.11,3.29,5.21,3.42,0.02,0.02,Right WingBack
1820,Nahuel Molina,ARG,DF,Atlético Madrid,La Liga,25,1998,31.9,2.16,1.35,1.19,0.56,0.41,1.22,2.85,1.63,1.19,0.22,0.97,0.56,2.73,1.97,0.03,1.75,0.22,2.16,1.35,1.19,0.56,0.41,1.22,2.85,1.63,1.19,0.22,0.97,0.56,2.73,1.97,0.03,2.88,42.9,2.88,2.6,0.16,0.06,0,0.03,0.03,0.19,0.16,0,0,0,0.03,0,0.22,0.03,0,0.69,0.5,0.09,3.76,0.56,1.35,0,0,0,4.95,0.69,1,40.7,45.52,60.5,26.33,29.15,14.61,20.47,2.95,6.43,0.06,0.12,0.13,-0.06,1.19,2.32,1.54,0.53,3.51,3.86,1.31,0.11,60.5,50.31,10.13,0.5,0.22,0.19,3.76,9.4,0.22,0.13,0.09,0,45.52,0.06,1.91,90.04,3.01,1.08,3.17,0.48,0.12,1.45,0,0.03,0.92,1.45,-0.52,0.02,0.97,1.26,-0.29,0.01,69.87,2.73,21.82,26.11,22.23,1.47,69.87,1.6,0.66,0.75,33.86,2.29,1.35,0.28,1,0.31,43.45,7.81,3.28,0.13,0.66,0.19,0.01,0.02,0,0,0,0.08,0.08,0,0.04,0.04,17,1.03,89.87,0.13,0.06,0.19,0.13,0,0,0.22,0.03,0.08,0.08,0.12,0.2,2.29,3.51,7.81,0.01,0.01,Right-Back
1763,Nampalys Mendy,SEN,MF,Leicester City,Premier League,30,1992,8.4,1.55,1.07,0.83,0.71,0,0.95,1.79,0.83,2.38,0.48,1.9,1.55,3.1,0.24,0,3.93,0.48,1.55,1.07,0.83,0.71,0,0.95,1.79,0.83,2.38,0.48,1.9,1.55,3.1,0.24,0,2.75,53.3,1.07,0.6,0,0.12,0,0.12,0.24,0,0,0,0,0,0,0,0.12,0,0,1.07,1.19,0,0.12,1.55,1.07,0,0,0,5.48,0.48,0.71,40,43.1,49.17,22.5,24.29,17.02,18.57,2.38,3.21,0,0,0.01,0,0.24,2.38,0.36,0,3.33,3.86,0.28,0.04,49.17,47.5,1.43,0.95,0.12,0.24,0.12,0.12,0,0,0,0,43.1,0.24,1.31,90.05,4.12,1.04,4.56,0.55,0.16,1.21,0.33,0.1,1.76,0.99,0.77,0.07,1.46,1.38,0.07,0.01,58.33,1.43,16.55,36.9,5.36,0.24,58.33,1.31,0.83,0.36,33.69,0.24,0.6,0,0.83,0.12,39.64,0.48,0.41,0.12,0.24,0.12,0.06,0.12,0,0,0,0.01,0.01,0.01,0.11,0.11,21.1,0.83,90.12,0.12,0,0.12,0.12,0,0,0.12,0,0.01,0.01,0,0.02,0.24,3.33,0.48,0.01,0,Defensive Midfield
39,Naouirou Ahamada,FRA,MF,Stuttgart,Bundesliga,21,2002,15.5,1.1,0.71,0.45,0.45,0.19,0.52,1.29,0.77,1.03,0.32,0.71,0.52,1.61,0.45,0,1.55,0.32,1.1,0.71,0.45,0.45,0.19,0.52,1.29,0.77,1.03,0.32,0.71,0.52,1.61,0.45,0,1.63,40,2.45,2,0,0.19,0.13,0.06,0.06,0.45,0.45,0,0,0,0,0,0.26,0.06,0.06,1.03,1.1,0.06,0.39,0.52,0.71,0,0.06,0,5.68,0.45,1.03,30.4,28.97,34.13,14.39,15.61,12.06,13.16,1.35,2.58,0.13,0.08,0.06,0.05,0.97,2.45,0.45,0.13,3.61,6.23,1.67,0.06,34.13,33.16,0.84,0.26,0.13,0.06,0.39,0.32,0,0,0,0,28.97,0.13,0.84,,,,,,,,inf,,,,,,,,,,43.48,1.16,8.97,24.97,10.32,1.42,43.48,2.84,1.29,1.29,26.32,2.77,1.74,0.39,2.19,0.71,29.23,3.48,6.37,0.13,1.03,0.32,0.01,0.03,0,0,0,0.05,0.05,0,0.08,0.08,22.1,1.1,90.19,0.13,0.13,0.26,0.13,0,0,0.26,0.06,0.05,0.05,0.08,0.14,2.77,3.61,3.48,0.02,0.01,Defensive Midfield
50,Nathan Aké,NED,DF,Manchester City,Premier League,28,1995,20.8,1.25,0.58,0.72,0.43,0.1,0.53,0.72,0.19,0.96,0.48,0.48,0.96,2.21,2.31,0,1.92,0.48,1.25,0.58,0.72,0.43,0.1,0.53,0.72,0.19,0.96,0.48,0.48,0.96,2.21,2.31,0,3.59,73.3,1.15,0.96,0.05,0,0.1,0,0.05,0.1,0.1,0,0,0,0,0,0.1,0,0,0.58,0.67,0.05,0.72,0.96,0.58,0,0,0,4.62,1.73,1.11,61,78.8,87.16,38.61,40.67,35.82,38.89,3.03,4.71,0,0.03,0.06,-0.03,0.43,7.93,0.43,0.05,6.73,4.27,0.27,0.14,87.16,81.01,6.06,1.68,0.05,0.29,0.72,4.38,0,0,0,0,78.8,0.1,1.25,,,,,,,,inf,,,,,,,,,,94.18,4.13,29.57,52.74,12.31,1.54,94.18,0.24,0.14,0.05,58.8,1.2,0.91,0.19,0.77,0,71.73,1.44,1.27,0.05,0.43,0.1,0.01,0.02,0,0,0,0.08,0.08,0.01,-0.03,-0.03,10.5,1.06,90.05,0.05,0,0.05,0.05,0,0,0.1,0,0.08,0.08,0.03,0.11,1.2,6.73,1.44,0,0.01,Centre-Back
568,Nathan Collins,IRL,DF,Wolves,Premier League,22,2001,20.2,1.34,0.74,0.94,0.4,0,0.74,1.19,0.45,1.73,1.39,0.35,1.04,2.38,4.16,0,2.77,1.39,1.34,0.74,0.94,0.4,0,0.74,1.19,0.45,1.73,1.39,0.35,1.04,2.38,4.16,0,2.37,62.5,0.54,0.4,0,0.05,0,0.1,0,0,0,0,0,0,0,0,0.1,0.05,0,0.84,0.45,0.05,0,1.04,0.74,0,0,0,4.75,1.83,1.53,54.4,49.55,56.34,15.05,16.44,28.02,30.2,5.64,8.32,0,0,0.01,0,0.1,3.37,0.1,0,3.17,3.2,0.1,0.1,56.34,55.05,1.14,0.84,0,0.45,0,0.3,0,0,0,0,49.55,0.15,0.25,89.81,3.46,0.94,4.97,0.5,0.69,1.38,0.19,0.04,0.5,1.64,-1.13,0.01,0.92,1.51,-0.59,-0.01,66.29,10.3,39.65,24.75,2.23,0.64,66.29,0.4,0.35,0,35.84,0.54,0.45,0.1,0.45,0.4,45.64,0.25,0.81,0,0.15,0,0,0,0,0,0,0.01,0.01,0,-0.01,-0.01,9,0.94,89.8,0,0,0,0,0,0,0.1,0.05,0.01,0.01,0,0.01,0.54,3.17,0.25,0,0,Centre-Back
1888,Nathan N'Goumou,FRA,FW,M'Gladbach,Bundesliga,23,2000,7.7,1.43,0.65,0.65,0.65,0.13,0.91,1.69,0.78,1.17,0,1.17,0.13,1.56,0.52,0,1.3,0,1.43,0.65,0.65,0.65,0.13,0.91,1.69,0.78,1.17,0,1.17,0.13,1.56,0.52,0,1.85,53.8,1.17,1.04,0.13,0,0,0,0,0.13,0.13,0,0,0,0,0,0,0,0,0.91,0.78,0.39,2.6,0.13,0.65,0,0,0,3.64,1.04,0.52,66.7,21.56,29.35,14.03,16.49,5.06,7.66,1.04,1.56,0,0.04,0.09,-0.04,0.39,0.39,0.91,0.65,1.82,4.22,0.9,0.23,29.35,26.75,2.47,0.39,0,0,2.6,1.95,0,0,0,0,21.56,0.13,1.82,89.53,10,0.78,14.06,0.78,0.62,4.84,0.94,0.28,1.88,1.09,0.78,0.09,1.86,1,0.86,0.04,40,1.04,7.66,12.34,20.52,3.51,40,3.51,0.91,1.82,21.82,2.99,1.56,1.56,2.34,0.52,26.23,8.18,7.48,0.13,1.69,0.52,0.01,0.03,0,0,0,0.1,0.1,0.01,0.03,0.03,18.1,0.91,90.26,0.13,0,0.13,0.13,0,0,0,0,0.1,0.1,0.04,0.16,2.99,1.82,8.18,0.02,0.02,Right Winger
