,Unnamed: 0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl_p90 (defense_Padj_p90),TklW_p90 (defense_Padj_p90),Def 3rd_p90 (defense_Padj_p90),Mid 3rd_p90 (defense_Padj_p90),Att 3rd_p90 (defense_Padj_p90),Vs Dribbles Tkl_p90 (defense_Padj_p90),Att_p90 (defense_Padj_p90),Past_p90 (defense_Padj_p90),Press_p90 (defense_Padj_p90),Succ Pressures_p90 (defense_Padj_p90),Pressures Def 3rd_p90 (defense_Padj_p90),Pressures Mid 3rd_p90 (defense_Padj_p90),Pressures Att 3rd_p90 (defense_Padj_p90),Blocks_p90 (defense_Padj_p90),Sh_p90 (defense_Padj_p90),ShSv_p90 (defense_Padj_p90),Pass_p90 (defense_Padj_p90),Int_p90 (defense_Padj_p90),Tkl+Int_p90 (defense_Padj_p90),Clr_p90 (defense_Padj_p90),Err_p90 (defense_Padj_p90),Padj Tkl+Int p90 (defense_Padj_p90),SCA_p90 (gca_p90),PassLive_p90 (gca_p90),PassDead_p90 (gca_p90),Drib_p90 (gca_p90),Sh_p90 (gca_p90),Fld_p90 (gca_p90),Def_p90 (gca_p90),GCA_p90 (gca_p90),GCA Types PassLive_p90 (gca_p90),GCA Types PassDead_p90 (gca_p90),GCA Types Drib_p90 (gca_p90),GCA Types Sh_p90 (gca_p90),GCA Types Fld_p90 (gca_p90),GCA Types Def_p90 (gca_p90),GA_p90 (keepersadv_p90),PKA_p90 (keepersadv_p90),FK_p90 (keepersadv_p90),CK_p90 (keepersadv_p90),OG_p90 (keepersadv_p90),PSxG_p90 (keepersadv_p90),PSxG/SoT_p90 (keepersadv_p90),PSxG+/-_p90 (keepersadv_p90),Cmp_p90 (keepersadv_p90),Att_p90 (keepersadv_p90),Passes Att_p90 (keepersadv_p90),Thr_p90 (keepersadv_p90),AvgLen_p90 (keepersadv_p90),Goal Kicks Att_p90 (keepersadv_p90),Goal Kicks AvgLen_p90 (keepersadv_p90),Opp_p90 (keepersadv_p90),Stp_p90 (keepersadv_p90),#OPA_p90 (keepersadv_p90),AvgDist_p90 (keepersadv_p90),Starts_p90 (keepers_p90),Min_p90 (keepers_p90),GA_p90 (keepers_p90),SoTA_p90 (keepers_p90),Saves_p90 (keepers_p90),W_p90 (keepers_p90),D_p90 (keepers_p90),L_p90 (keepers_p90),CS_p90 (keepers_p90),PKatt_p90 (keepers_p90),PKA_p90 (keepers_p90),PKsv_p90 (keepers_p90),PKm_p90 (keepers_p90),CrdY_p90 (misc_p90),CrdR_p90 (misc_p90),2CrdY_p90 (misc_p90),Fls_p90 (misc_p90),Fld_p90 (misc_p90),Off_p90 (misc_p90),Crs_p90 (misc_p90),Int_p90 (misc_p90),TklW_p90 (misc_p90),PKwon_p90 (misc_p90),PKcon_p90 (misc_p90),OG_p90 (misc_p90),Recov_p90 (misc_p90),Won_p90 (misc_p90),Lost_p90 (misc_p90),Completed Passes_p90 (passing_p90),Attempted Passes_p90 (passing_p90),TotDist Passed_p90 (passing_p90),PrgDist Passed_p90 (passing_p90),Short Cmp_p90 (passing_p90),Short Att_p90 (passing_p90),Medium Cmp_p90 (passing_p90),Medium Att_p90 (passing_p90),Long Cmp_p90 (passing_p90),Long Att_p90 (passing_p90),Ast_p90 (passing_p90),xA_p90 (passing_p90),A-xA_p90 (passing_p90),KP_p90 (passing_p90),Passes into Final 1/3_p90 (passing_p90),Passes into Penalty Area_p90 (passing_p90),CrsPA_p90 (passing_p90),Prog Passes_p90 (passing_p90),Att_p90 (passing_types_p90),Live_p90 (passing_types_p90),Dead_p90 (passing_types_p90),FK_p90 (passing_types_p90),TB_p90 (passing_types_p90),Press_p90 (passing_types_p90),Sw_p90 (passing_types_p90),Crs_p90 (passing_types_p90),CK_p90 (passing_types_p90),In_p90 (passing_types_p90),Out_p90 (passing_types_p90),Str_p90 (passing_types_p90),Ground_p90 (passing_types_p90),Low_p90 (passing_types_p90),High_p90 (passing_types_p90),Left_p90 (passing_types_p90),Right_p90 (passing_types_p90),Head_p90 (passing_types_p90),TI_p90 (passing_types_p90),Other_p90 (passing_types_p90),Cmp_p90 (passing_types_p90),Off_p90 (passing_types_p90),Outcomes Out_p90 (passing_types_p90),Int_p90 (passing_types_p90),Blocks_p90 (passing_types_p90),Min_p90 (playingtime_p90),Mn/MP_p90 (playingtime_p90),Starts_p90 (playingtime_p90),Mn/Start_p90 (playingtime_p90),Compl_p90 (playingtime_p90),Subs_p90 (playingtime_p90),Mn/Sub_p90 (playingtime_p90),unSub_p90 (playingtime_p90),PPM_p90 (playingtime_p90),onG_p90 (playingtime_p90),onGA_p90 (playingtime_p90),+/-_p90 (playingtime_p90),On-Off_p90 (playingtime_p90),onxG_p90 (playingtime_p90),onxGA_p90 (playingtime_p90),xG+/-_p90 (playingtime_p90),Team Success (xG) On-Off_p90 (playingtime_p90),Touches_p90 (possession_p90),Def Pen_p90 (possession_p90),Def 3rd_p90 (possession_p90),Mid 3rd_p90 (possession_p90),Att 3rd_p90 (possession_p90),Att Pen_p90 (possession_p90),Live_p90 (possession_p90),Successful Dribbles_p90 (possession_p90),Attempted Dribbles_p90 (possession_p90),#Pl_p90 (possession_p90),Megs_p90 (possession_p90),Carries_p90 (possession_p90),TotDist Carried_p90 (possession_p90),PrgDist Carried_p90 (possession_p90),Prog Carries_p90 (possession_p90),Carries into Final 1/3_p90 (possession_p90),Carries into Penalty Area_p90 (possession_p90),Mis_p90 (possession_p90),Dis_p90 (possession_p90),Targ_p90 (possession_p90),Rec_p90 (possession_p90),Receiving Prog_p90 (possession_p90),Prog Actions (possession_p90),Prog Actions_p90 (possession_p90),KP_p90 (possession_p90),Passes into Final 1/3_p90 (possession_p90),Passes into Penalty Area_p90 (possession_p90),Prog Passes_p90 (possession_p90),xA_p90 (possession_p90),Prog Passes_p90 per 50 passes (possession_p90),Gls_p90 (possession_p90),Sh_p90 (possession_p90),SoT_p90 (possession_p90),npxG_p90 (possession_p90),npxG/Sh_p90 (possession_p90),Press_p90 (possession_p90),Succ Pressures_p90 (possession_p90),Aerial Win % (possession_p90),% of Dribblers Tackled (possession_p90),Padj Tkl+Int p90 (possession_p90),Gls_p90 (shooting_p90),Sh_p90 (shooting_p90),SoT_p90 (shooting_p90),G/Sh_p90 (shooting_p90),G/SoT_p90 (shooting_p90),Dist_p90 (shooting_p90),FK_p90 (shooting_p90),PK_p90 (shooting_p90),PKatt_p90 (shooting_p90),xG_p90 (shooting_p90),npxG_p90 (shooting_p90),npxG/Sh_p90 (shooting_p90),G-xG_p90 (shooting_p90),np:G-xG_p90 (shooting_p90),TMPosition
936,936,937.0,Pablo Galdames Millán,CHI,MF,Genoa,Serie A,25.0,1996.0,9.6,2.92,1.77,0.52,1.46,0.94,1.67,3.54,1.88,22.4,6.88,5.0,11.04,6.35,1.67,0.31,0.0,1.35,1.35,4.27,0.83,0.0,2.91,2.5,1.56,0.62,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.08,1.35,0.31,1.46,1.35,1.77,0.0,0.0,0.0,9.27,0.83,1.77,29.69,40.62,601.88,188.85,11.77,13.44,12.71,16.25,4.69,9.06,0.0,0.09,-0.09,1.25,1.77,0.73,0.21,3.65,40.62,36.98,3.65,2.4,0.1,6.15,2.4,1.46,0.73,0.21,0.52,0.0,23.44,5.52,11.67,3.12,34.48,1.77,0.42,0.1,29.69,0.21,1.04,1.04,0.83,90.11,3.12,1.0,3.15,0.9,0.04,1.61,0.04,0.05,1.51,1.11,0.39,-0.03,1.49,1.11,0.38,-0.02,51.77,2.08,9.27,30.83,14.06,1.56,48.44,0.73,1.88,0.73,0.1,32.6,111.35,45.21,1.98,1.15,0.1,0.62,1.46,37.4,30.94,2.4,54.0,5.63,1.25,1.77,0.73,3.65,0.09,6.15,0.0,1.25,0.31,0.04,0.0,22.4,6.88,32.0,47.1,2.91,0.0,1.25,0.31,0.0,0.0,2.28,0.0,0.0,0.0,0.04,0.04,0.0,-0.04,-0.04,Defensive Midfield
1567,1567,1568.0,Pablo Maffeo,ESP,DF,Mallorca,La Liga,24.0,1997.0,28.7,2.72,1.81,1.39,0.87,0.45,1.05,1.78,0.73,12.72,4.18,5.61,5.12,1.99,2.47,0.49,0.0,1.99,2.26,4.98,2.44,0.0,3.97,1.64,0.94,0.07,0.14,0.1,0.28,0.1,0.24,0.14,0.0,0.0,0.0,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.0,0.0,1.08,2.16,0.07,2.26,2.26,1.81,0.1,0.0,0.0,7.0,2.23,2.02,28.33,41.36,488.99,210.35,13.83,16.1,11.36,15.44,2.54,7.94,0.07,0.06,0.01,0.7,1.08,0.87,0.56,2.26,41.36,31.43,9.93,0.56,0.03,6.13,1.05,2.26,0.0,0.0,0.0,0.0,18.43,8.54,14.39,3.55,24.39,2.2,9.37,0.24,28.33,0.24,0.73,1.11,1.53,90.14,8.99,0.87,12.75,0.58,0.58,3.48,2.61,0.17,1.74,2.9,-1.16,-0.01,1.01,2.04,-1.03,-0.05,55.51,3.52,17.35,27.04,15.09,1.53,45.75,1.39,2.2,1.46,0.03,30.14,161.08,98.33,3.97,1.43,0.31,0.98,1.81,30.31,27.32,1.71,179.0,6.23,0.7,1.08,0.87,2.26,0.06,3.99,0.03,0.87,0.17,0.05,0.0,12.72,4.18,52.5,58.8,3.97,0.03,0.87,0.17,0.0,0.01,0.7,0.0,0.0,0.0,0.05,0.05,0.0,-0.02,-0.02,Right-Back
1658,1658,1659.0,Pablo Martínez,ESP,MF,Levante,La Liga,24.0,1998.0,7.3,1.78,1.1,0.82,0.68,0.27,0.82,2.19,1.37,20.27,4.25,4.93,11.37,3.97,1.51,0.41,0.0,1.1,1.92,3.7,0.68,0.0,3.01,1.37,1.1,0.0,0.0,0.0,0.0,0.27,0.14,0.14,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.0,0.0,1.78,1.37,0.14,1.37,1.92,1.1,0.0,0.0,0.0,7.95,1.51,1.51,24.79,35.62,456.16,149.32,11.23,13.15,9.73,12.6,3.01,7.26,0.14,0.18,-0.04,0.82,2.19,0.68,0.14,3.42,35.62,33.97,1.64,0.96,0.55,7.26,1.37,1.37,0.14,0.0,0.0,0.14,22.19,5.21,8.22,3.84,28.77,1.1,0.41,0.27,24.79,0.27,0.82,1.23,1.78,89.89,2.9,1.0,3.12,0.82,0.11,0.93,0.07,0.07,1.65,1.04,0.61,0.01,1.52,0.99,0.53,0.01,48.49,1.51,11.1,28.49,13.15,1.51,46.85,0.96,1.78,1.1,0.0,31.51,166.03,80.68,3.42,1.23,0.0,1.78,1.51,36.58,30.55,4.25,50.0,6.84,0.82,2.19,0.68,3.42,0.18,6.9,0.0,1.51,0.14,0.05,0.0,20.27,4.25,50.0,37.5,3.01,0.0,1.51,0.14,0.0,0.0,3.14,0.0,0.0,0.0,0.05,0.05,0.0,-0.05,-0.05,Central Midfield
1632,1632,1633.0,Pablo Marí,ESP,DF,Udinese,Serie A,28.0,1993.0,12.9,1.01,0.54,0.47,0.39,0.16,0.39,0.78,0.39,8.22,3.18,3.95,3.49,0.78,1.86,0.93,0.0,0.93,2.48,3.49,5.74,0.0,2.13,0.23,0.0,0.16,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.08,0.0,1.4,0.23,0.0,0.7,2.48,0.54,0.0,0.08,0.0,9.84,3.49,1.63,27.75,40.08,645.81,238.68,8.22,9.53,12.56,15.74,6.67,13.95,0.0,0.02,-0.02,0.16,1.86,0.0,0.0,1.4,40.08,33.02,7.05,3.02,0.0,5.58,1.16,0.7,0.0,0.0,0.0,0.0,19.53,4.19,16.36,27.75,2.64,3.26,4.03,0.31,27.75,0.47,0.7,0.62,0.47,88.5,15.0,0.5,37.5,0.0,2.5,10.0,3.5,0.5,0.5,3.5,-3.0,-1.22,0.55,2.05,-1.5,-0.7,51.47,10.47,28.6,19.53,4.65,0.7,44.5,0.16,0.23,0.16,0.0,20.78,83.49,37.13,0.62,0.16,0.08,0.16,0.08,22.71,22.17,0.31,26.0,2.02,0.16,1.86,0.0,1.4,0.02,2.52,0.08,0.47,0.23,0.02,0.0,8.22,3.18,68.2,50.0,2.13,0.08,0.47,0.23,0.01,0.03,0.93,0.0,0.0,0.0,0.02,0.02,0.0,0.05,0.05,Centre-Back
2086,2086,2087.0,Pablo Piatti,ARG,"MF,FW",Elche,La Liga,33.0,1989.0,2.7,1.11,0.37,0.74,0.37,0.0,0.37,1.85,1.48,15.93,1.11,5.19,8.15,2.59,1.85,0.0,0.0,1.85,1.11,2.22,0.37,0.0,1.95,2.22,1.11,0.0,0.74,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.07,2.22,0.0,0.74,1.11,0.37,0.0,0.0,0.0,5.93,1.48,2.59,19.26,25.93,269.26,45.56,13.7,16.67,3.33,5.56,1.11,1.85,0.0,0.15,-0.15,1.11,1.11,0.0,0.0,0.74,25.93,25.56,0.37,0.37,0.0,6.3,0.37,0.74,0.0,0.0,0.0,0.0,18.15,3.7,4.07,17.41,5.19,1.85,0.0,0.0,19.26,0.0,0.37,0.37,0.74,90.25,4.75,0.99,5.56,0.99,0.19,0.43,0.68,0.1,1.17,1.3,-0.12,0.04,1.27,1.75,-0.48,-0.0,37.04,1.48,7.41,16.3,15.56,0.74,36.67,1.11,2.96,1.48,0.37,26.3,124.44,80.37,3.7,1.11,0.0,1.48,1.48,35.56,25.19,4.44,12.0,4.44,1.11,1.11,0.0,0.74,0.15,1.92,0.0,1.11,0.74,0.04,0.01,15.93,1.11,36.4,20.0,1.95,0.0,1.11,0.74,0.0,0.0,10.85,0.0,0.0,0.0,0.04,0.04,0.01,-0.04,-0.04,Left Winger
2265,2265,2266.0,Pablo Rosario,NED,MF,Nice,Ligue 1,25.0,1997.0,27.9,2.33,1.36,0.68,1.36,0.29,0.72,1.97,1.25,16.38,5.09,4.19,9.18,3.01,1.36,0.43,0.0,0.93,1.79,4.12,1.61,0.04,4.22,1.58,1.36,0.0,0.04,0.0,0.07,0.11,0.14,0.14,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.0,0.0,1.51,0.72,0.04,0.47,1.79,1.36,0.0,0.0,0.0,9.21,1.36,1.04,49.78,56.59,948.92,215.16,19.5,21.29,23.15,25.52,6.34,8.14,0.07,0.04,0.04,0.72,4.52,0.57,0.14,4.59,56.59,55.3,1.29,1.04,0.07,9.5,0.93,0.47,0.0,0.0,0.0,0.0,44.34,6.27,5.99,5.63,46.99,2.47,0.25,0.22,49.78,0.22,0.39,1.51,0.54,91.36,8.18,0.45,20.45,0.0,4.55,7.27,10.0,0.62,0.45,1.82,-1.36,-0.89,0.64,1.23,-0.59,-0.36,66.2,2.72,14.3,44.62,10.39,0.61,65.05,0.65,1.0,0.65,0.07,43.3,171.65,92.9,4.55,0.93,0.07,0.65,0.65,49.71,47.49,1.18,255.0,9.14,0.72,4.52,0.57,4.59,0.04,4.61,0.0,0.5,0.11,0.04,0.0,16.38,5.09,56.7,36.4,4.22,0.0,0.5,0.11,0.0,0.0,0.65,0.0,0.0,0.0,0.04,0.04,0.0,-0.04,-0.04,Defensive Midfield
2353,2353,2354.0,Pablo Sarabia,ESP,FW,Paris S-G,Ligue 1,29.0,1992.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,50.0,15.0,5.0,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,5.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,100.0,1010.0,70.0,45.0,50.0,15.0,25.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,95.0,5.0,5.0,0.0,25.0,0.0,10.0,0.0,0.0,0.0,0.0,65.0,20.0,15.0,85.0,15.0,0.0,0.0,0.0,65.0,0.0,0.0,5.0,10.0,100.0,100.0,0.0,0.0,0.0,5.0,100.0,5.0,0.0,0.0,5.0,-5.0,-24.55,3.5,3.5,0.5,-0.5,115.0,0.0,0.0,45.0,75.0,5.0,115.0,5.0,10.0,5.0,0.0,110.0,200.0,100.0,5.0,5.0,0.0,5.0,0.0,130.0,115.0,10.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,4.0,50.0,15.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,20.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,1.0,Right Winger
54,54,55.0,Paco Alcácer,ESP,FW,Villarreal,La Liga,28.0,1993.0,6.9,0.58,0.43,0.14,0.29,0.14,0.29,0.58,0.29,13.04,3.77,0.58,5.65,6.81,0.87,0.0,0.0,0.87,0.43,1.01,0.0,0.0,1.41,1.45,1.3,0.0,0.0,0.14,0.0,0.0,0.58,0.58,0.0,0.0,0.0,0.0,0.0,1.47,0.11,0.0,0.0,0.11,1.65,0.03,0.28,6.84,17.68,29.89,4.63,3.86,7.79,5.17,11.37,0.95,0.11,1.25,0.95,90.0,1.47,5.58,4.32,0.21,0.11,0.63,0.21,0.11,0.11,0.0,0.0,0.14,0.0,0.0,0.58,0.43,0.72,0.14,0.43,0.43,0.0,0.0,0.0,2.9,1.3,2.17,14.35,19.13,195.36,37.68,8.55,10.29,3.48,4.93,0.87,1.01,0.43,0.25,0.19,0.87,0.72,0.43,0.14,1.01,19.13,17.1,2.03,0.0,0.14,3.48,0.29,0.14,0.0,0.0,0.0,0.0,12.9,3.77,2.46,4.06,12.32,1.16,0.29,0.29,14.35,0.29,0.0,1.16,1.01,90.53,11.4,1.05,14.39,0.35,0.35,1.93,2.63,0.24,1.23,0.53,0.7,0.04,1.12,0.88,0.25,-0.01,27.39,0.29,1.74,10.58,15.51,5.36,25.22,0.43,0.72,0.43,0.0,14.06,56.67,25.36,1.45,0.29,0.14,1.88,0.87,35.51,18.99,6.52,17.0,2.46,0.87,0.72,0.43,1.01,0.25,3.52,0.0,2.46,0.87,0.43,0.03,13.04,3.77,37.5,50.0,1.41,0.0,2.46,0.87,0.0,0.0,2.01,0.14,0.0,0.0,0.43,0.43,0.03,-0.43,-0.43,Centre-Forward
2194,2194,2195.0,Panagiotis Retsos,GRE,"DF,MF",Hellas Verona,Serie A,23.0,1998.0,0.6,1.67,0.0,0.0,0.0,1.67,0.0,3.33,3.33,15.0,1.67,10.0,3.33,1.67,3.33,0.0,0.0,3.33,3.33,5.0,3.33,0.0,5.27,1.67,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.67,1.67,0.0,0.0,3.33,0.0,0.0,0.0,0.0,11.67,0.0,0.0,23.33,36.67,466.67,206.67,11.67,15.0,8.33,16.67,3.33,5.0,0.0,0.17,-0.17,1.67,0.0,3.33,0.0,5.0,36.67,31.67,5.0,1.67,0.0,1.67,1.67,0.0,0.0,0.0,0.0,0.0,21.67,6.67,8.33,3.33,23.33,6.67,3.33,0.0,23.33,0.0,0.0,1.67,0.0,,,,,,,,inf,,,,,,,,,,53.33,5.0,16.67,25.0,15.0,1.67,50.0,0.0,0.0,0.0,0.0,25.0,161.67,71.67,1.67,3.33,0.0,1.67,1.67,25.0,23.33,0.0,4.0,6.67,1.67,0.0,3.33,5.0,0.17,10.72,0.0,0.0,0.0,0.0,0.0,15.0,1.67,0.0,0.0,5.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centre-Back
838,838,839.0,Paolo Faragò,ITA,MF,Cagliari,Serie A,29.0,1993.0,0.2,10.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,25.0,15.0,10.0,0.0,15.0,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,15.0,5.0,5.0,35.0,40.0,485.0,50.0,10.0,10.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,10.0,0.0,30.0,5.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,90.4,5.05,1.21,6.46,0.0,0.61,2.12,0.4,0.17,1.31,1.11,0.2,0.04,1.12,1.18,-0.06,0.02,80.0,0.0,30.0,25.0,35.0,20.0,80.0,5.0,5.0,5.0,0.0,45.0,240.0,200.0,5.0,5.0,0.0,0.0,5.0,60.0,40.0,5.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,2.5,1.35,25.0,15.0,50.0,0.0,6.9,0.0,10.0,5.0,0.0,0.0,63.5,0.0,0.0,0.0,2.5,2.5,1.35,-2.5,-2.5,Right-Back
974,974,975.0,Paolo Ghiglione,ITA,DF,Genoa,Serie A,25.0,1997.0,6.7,2.24,1.19,1.04,1.04,0.15,1.34,2.39,1.04,12.09,3.28,2.99,6.12,2.99,4.03,0.75,0.0,3.28,1.94,4.18,2.09,0.0,2.85,1.94,0.9,0.45,0.15,0.45,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.0,0.0,1.79,0.6,0.0,3.28,1.94,1.19,0.0,0.0,0.0,7.61,0.9,2.09,32.09,50.6,601.19,285.67,14.48,16.42,12.54,19.25,4.78,12.09,0.15,0.06,0.09,1.04,1.34,1.34,0.75,3.28,50.6,38.36,12.24,0.6,0.0,5.52,1.19,3.28,0.9,0.6,0.0,0.0,20.9,12.99,16.72,4.03,33.73,1.34,10.75,0.15,32.09,0.15,0.6,2.09,2.84,90.37,12.96,0.93,16.67,0.93,0.37,3.52,1.3,0.13,1.11,2.59,-1.48,-0.07,1.02,2.02,-1.02,-0.04,66.42,4.63,20.3,30.45,18.81,1.19,54.48,0.75,1.79,0.75,0.0,34.03,147.46,87.16,4.18,2.24,0.15,1.94,0.9,39.4,34.78,1.49,50.0,7.459999999999999,1.04,1.34,1.34,3.28,0.06,5.11,0.0,1.19,0.6,0.12,0.01,12.09,3.28,30.0,56.3,2.85,0.0,1.19,0.6,0.0,0.0,2.75,0.0,0.0,0.0,0.12,0.12,0.01,-0.12,-0.12,Right WingBack
1869,1869,1870.0,Papa Ndiaga Yade,SEN,"DF,MF",Metz,Ligue 1,22.0,2000.0,7.2,2.36,0.97,1.25,0.69,0.42,0.83,1.67,0.83,12.5,2.92,5.28,4.72,2.5,0.83,0.14,0.0,0.69,1.94,4.31,0.97,0.0,2.84,1.94,1.25,0.14,0.14,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.0,0.0,1.39,0.83,0.0,3.47,1.94,0.97,0.0,0.0,0.0,5.56,0.42,1.11,29.03,40.14,541.53,156.81,11.67,14.03,13.06,16.67,3.33,7.64,0.0,0.1,-0.1,0.69,1.11,0.83,0.69,2.64,40.14,33.47,6.67,0.14,0.0,4.86,1.39,3.47,0.14,0.0,0.0,0.0,24.72,7.5,7.92,29.86,2.92,0.69,6.25,0.14,29.03,0.14,1.11,1.67,1.67,90.1,2.8,1.04,2.8,0.85,0.0,0.0,0.0,0.08,2.87,1.04,1.82,-0.04,2.57,1.06,1.51,-0.01,53.47,1.81,14.44,28.89,15.42,0.69,46.81,2.22,4.03,2.92,0.28,36.94,247.22,150.69,7.08,2.78,0.28,3.06,1.39,41.67,34.31,1.67,70.0,9.72,0.69,1.11,0.83,2.64,0.1,4.55,0.0,1.11,0.0,0.03,0.0,12.5,2.92,27.3,50.0,2.84,0.0,1.11,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.03,0.03,0.0,-0.03,-0.03,Second Striker
1070,1070,1071.0,Pape Gueye,SEN,MF,Marseille,Ligue 1,23.0,1999.0,14.2,2.46,1.48,0.99,1.41,0.07,0.92,2.11,1.2,15.56,4.93,4.58,8.66,2.32,1.06,0.07,0.0,0.99,2.25,4.72,1.2,0.0,7.17,1.48,1.2,0.0,0.0,0.28,0.0,0.0,0.14,0.07,0.0,0.0,0.07,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.0,0.0,1.69,2.25,0.28,0.14,2.25,1.48,0.0,0.07,0.0,8.38,1.62,0.77,53.73,60.07,1024.58,206.06,24.01,25.63,22.75,24.58,6.9,8.87,0.07,0.03,0.04,0.42,5.99,0.56,0.0,3.73,60.07,59.23,0.85,0.56,0.07,10.7,2.18,0.14,0.0,0.0,0.0,0.0,49.15,4.01,6.9,50.49,6.9,1.13,0.28,0.21,53.73,0.07,0.77,1.34,0.77,80.0,80.0,0.0,0.0,0.0,5.0,80.0,10.0,15.0,0.0,0.0,0.0,4.6,4.5,0.0,4.5,29.3,72.04,1.62,14.79,48.94,12.75,0.7,71.34,0.28,0.77,0.28,0.0,52.11,244.3,122.18,4.3,1.2,0.07,0.56,1.06,59.3,55.14,1.9,114.0,8.03,0.42,5.99,0.56,3.73,0.03,3.47,0.0,1.83,0.21,0.08,0.0,15.56,4.93,67.6,43.3,7.17,0.0,1.83,0.21,0.0,0.0,1.64,0.0,0.0,0.0,0.08,0.08,0.0,-0.08,-0.08,Defensive Midfield
1669,1669,1670.0,Pape Matar Sarr,SEN,MF,Metz,Ligue 1,19.0,2002.0,21.1,2.46,1.52,1.0,1.14,0.33,0.52,1.71,1.18,17.87,5.02,5.78,9.15,2.94,1.37,0.14,0.0,1.23,1.85,4.31,1.09,0.05,2.84,2.46,1.99,0.05,0.09,0.24,0.0,0.09,0.33,0.33,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.0,0.0,1.37,0.9,0.05,0.0,1.85,1.52,0.0,0.0,0.0,10.05,1.56,1.18,36.78,44.36,728.2,159.38,14.5,17.11,15.5,17.3,5.92,8.48,0.09,0.05,0.05,0.95,3.51,0.47,0.0,3.27,44.36,42.89,1.47,0.9,0.14,6.16,1.42,0.0,0.33,0.05,0.09,0.05,33.89,4.6,5.88,4.55,36.16,2.13,0.14,0.19,36.78,0.14,0.66,1.8,0.52,90.06,3.74,1.06,4.41,0.56,0.28,1.23,0.06,0.11,1.73,0.95,0.78,-0.04,1.6,0.9,0.7,-0.01,56.4,1.42,13.03,36.3,12.56,0.71,55.12,1.23,2.13,1.47,0.09,40.05,251.75,111.28,4.6,2.27,0.0,1.94,1.66,41.75,37.58,1.85,166.0,7.869999999999999,0.95,3.51,0.47,3.27,0.05,4.45,0.05,1.42,0.38,0.06,0.0,17.87,5.02,56.9,30.6,2.84,0.05,1.42,0.38,0.0,0.01,1.35,0.05,0.0,0.0,0.06,0.06,0.0,-0.01,-0.01,Defensive Midfield
